trade_id,strategy,symbol,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,position_size_pct,capital_at_risk,pnl_pct,pnl_amount,exit_reason,hold_time_hours,is_win,timeframe,created_at
1FA0DEBB5F375557,BB_SQUEEZE_v1,DOTUSDT,LONG,2020-01-10 15:00:00,2020-01-10 19:11:38,2480.00970323,2472.1977951,2442.80955768,2542.00994581,0.0959,958.56,-0.315,-3.02,STOP_LOSS,4.19,False,1h,2026-03-08T18:36:22.521624
170497A0E3945F7D,BB_SQUEEZE_v1,AVAXUSDT,LONG,2020-01-11 07:00:00,2020-01-11 12:51:26,3993.16306111,4012.98460874,3933.2656152,4092.99213764,0.0913,913.22,0.4964,4.53,TIME_EXIT,5.86,True,1h,2026-03-08T18:36:22.522891
7EA46E5C20AFEFC5,BB_SQUEEZE_v1,SOLUSDT,LONG,2020-01-11 16:00:00,2020-01-12 00:43:03,2435.15728308,2425.01090294,2398.62992383,2496.03621516,0.0825,825.42,-0.4167,-3.44,TIME_EXIT,8.72,False,1h,2026-03-08T18:36:22.520569
DFCB5B99D66AAE65,BB_SQUEEZE_v1,DOTUSDT,SHORT,2020-01-13 17:00:00,2020-01-13 19:23:37,2562.65177373,2549.74093512,2601.09155034,2498.58547939,0.0883,882.78,0.5038,4.45,TAKE_PROFIT,2.39,True,1h,2026-03-08T18:36:22.522972
98FE06B30C8E8AC2,BB_SQUEEZE_v1,ETHUSDT,SHORT,2020-01-15 15:00:00,2020-01-15 22:50:00,1751.18181428,1757.59894473,1777.44954149,1707.40226892,0.094,940.05,-0.3664,-3.44,TIME_EXIT,7.83,False,1h,2026-03-08T18:36:22.518429
3DFD121227A8EBB5,BB_SQUEEZE_v1,BTCUSDT,SHORT,2020-01-16 08:00:00,2020-01-16 14:34:59,42776.33268678,42536.8686099,43417.97767708,41706.92436961,0.0806,805.93,0.5598,4.51,TIME_EXIT,6.58,True,1h,2026-03-08T18:36:22.519634
B888931767FEF121,BB_SQUEEZE_v1,LINKUSDT,SHORT,2020-01-19 07:00:00,2020-01-19 11:04:44,2985.76756108,2971.88891857,3030.55407449,2911.12337205,0.0918,918.44,0.4648,4.27,TAKE_PROFIT,4.08,True,1h,2026-03-08T18:36:22.519851
CC56F2F8AF73F009,BB_SQUEEZE_v1,BTCUSDT,LONG,2020-02-03 12:00:00,2020-02-03 21:29:00,34263.10491962,34479.180845,33749.15834582,35119.68254261,0.0961,960.94,0.6306,6.06,TAKE_PROFIT,9.48,True,1h,2026-03-08T18:36:22.520551
8351ADBE40B0F614,BB_SQUEEZE_v1,BTCUSDT,SHORT,2020-02-04 21:00:00,2020-02-05 06:41:15,38828.46523451,38651.59706097,39410.89221303,37857.75360365,0.1109,1108.7,0.4555,5.05,TAKE_PROFIT,9.69,True,1h,2026-03-08T18:36:22.520848
5D154FDC6BACF3B5,BB_SQUEEZE_v1,DOTUSDT,LONG,2020-02-11 10:00:00,2020-02-11 13:34:32,3901.68945731,3886.62539572,3843.16411545,3999.23169374,0.1083,1082.6,-0.3861,-4.18,STOP_LOSS,3.58,False,1h,2026-03-08T18:36:22.518101
98A0DF44BA12D1AD,BB_SQUEEZE_v1,MATICUSDT,LONG,2020-02-15 01:00:00,2020-02-15 10:48:11,3111.81356788,3134.08768533,3065.13636437,3189.60890708,0.1136,1136.38,0.7158,8.13,TIME_EXIT,9.8,True,1h,2026-03-08T18:36:22.519123
434BA68B3A74CD02,BB_SQUEEZE_v1,ADAUSDT,LONG,2020-02-18 21:00:00,2020-02-19 01:45:01,1714.03007214,1706.93178262,1688.31962106,1756.88082394,0.0887,886.88,-0.4141,-3.67,TIME_EXIT,4.75,False,1h,2026-03-08T18:36:22.520478
4C1C75C9E5C635D6,BB_SQUEEZE_v1,SOLUSDT,SHORT,2020-02-19 09:00:00,2020-02-19 15:29:10,145.51977042,144.88259311,147.70256698,141.88177616,0.107,1069.72,0.4379,4.68,TRAILING_STOP,6.49,True,1h,2026-03-08T18:36:22.522377
8BC9B9B9A142F586,BB_SQUEEZE_v1,XRPUSDT,LONG,2020-02-21 19:00:00,2020-02-22 04:34:24,2332.92598048,2324.71195107,2297.93209077,2391.24912999,0.0962,961.97,-0.3521,-3.39,STOP_LOSS,9.57,False,1h,2026-03-08T18:36:22.520280
0AC3CEAD583C155B,BB_SQUEEZE_v1,ETHUSDT,SHORT,2020-02-24 05:00:00,2020-02-24 15:49:59,1392.52682361,1396.51916906,1413.41472596,1357.71365302,0.0803,803.11,-0.2867,-2.3,TIME_EXIT,10.83,False,1h,2026-03-08T18:36:22.518851
C602C63F61E03E8F,BB_SQUEEZE_v1,MATICUSDT,SHORT,2020-02-24 11:00:00,2020-02-24 21:54:20,4605.41721029,4576.19835594,4674.49846844,4490.28178003,0.0999,999.44,0.6344,6.34,TAKE_PROFIT,10.91,True,1h,2026-03-08T18:36:22.519160
C4A1FF0AAAFE802F,BB_SQUEEZE_v1,DOTUSDT,SHORT,2020-02-26 07:00:00,2020-02-26 18:13:53,95.39078784,94.73185395,96.82164966,93.00601814,0.1055,1054.66,0.6908,7.29,TRAILING_STOP,11.23,True,1h,2026-03-08T18:36:22.523118
87820FB96349EEBA,BB_SQUEEZE_v1,BTCUSDT,SHORT,2020-02-29 17:00:00,2020-03-01 01:20:01,8296.08810408,8329.71339397,8420.52942564,8088.68590148,0.105,1050.13,-0.4053,-4.26,TIME_EXIT,8.33,False,1h,2026-03-08T18:36:22.521085
DFCF4BD45201EE11,BB_SQUEEZE_v1,AVAXUSDT,SHORT,2020-03-02 03:00:00,2020-03-02 06:16:29,4905.50874847,4925.89228497,4979.0913797,4782.87102976,0.114,1139.65,-0.4155,-4.74,STOP_LOSS,3.27,False,1h,2026-03-08T18:36:22.522407
94A37828D7873C51,BB_SQUEEZE_v1,LINKUSDT,LONG,2020-03-02 21:00:00,2020-03-03 02:58:57,2928.00234093,2944.67400177,2884.08230581,3001.20239945,0.1106,1105.58,0.5694,6.3,TAKE_PROFIT,5.98,True,1h,2026-03-08T18:36:22.517708
25BB1B5B08D87F4E,BB_SQUEEZE_v1,LINKUSDT,LONG,2020-03-03 20:00:00,2020-03-04 05:02:04,2907.68527915,2898.16860508,2864.06999997,2980.37741113,0.0945,944.92,-0.3273,-3.09,STOP_LOSS,9.03,False,1h,2026-03-08T18:36:22.518696
C456CE25A031FB96,BB_SQUEEZE_v1,SOLUSDT,LONG,2020-03-06 11:00:00,2020-03-06 15:28:55,4737.80275097,4720.89760002,4666.73570971,4856.24781975,0.0966,965.87,-0.3568,-3.45,TIME_EXIT,4.48,False,1h,2026-03-08T18:36:22.517436
A8DAED1D77326D55,BB_SQUEEZE_v1,MATICUSDT,SHORT,2020-03-15 23:00:00,2020-03-16 01:14:45,4622.20151984,4593.28692895,4691.53454264,4506.64648185,0.0849,849.23,0.6256,5.31,TIME_EXIT,2.25,True,1h,2026-03-08T18:36:22.519997
C7221B0850314C38,BB_SQUEEZE_v1,DOTUSDT,LONG,2020-03-26 04:00:00,2020-03-26 12:21:54,3275.34815131,3292.64948074,3226.21792904,3357.23185509,0.1046,1045.88,0.5282,5.52,TRAILING_STOP,8.37,True,1h,2026-03-08T18:36:22.521892
EDD343CBC76A5640,BB_SQUEEZE_v1,AVAXUSDT,LONG,2020-03-30 08:00:00,2020-03-30 10:46:19,3449.92510455,3435.74716751,3398.17622798,3536.17323216,0.0974,973.87,-0.411,-4.0,TIME_EXIT,2.77,False,1h,2026-03-08T18:36:22.517546
A3E0F04A78DAAF99,BB_SQUEEZE_v1,ETHUSDT,SHORT,2020-03-31 18:00:00,2020-03-31 23:05:50,4361.6436586,4335.19694642,4427.06831348,4252.60256714,0.1196,1196.49,0.6063,7.25,TIME_EXIT,5.1,True,1h,2026-03-08T18:36:22.523055
8F3AB2D26B0D6FA1,BB_SQUEEZE_v1,BTCUSDT,LONG,2020-04-04 13:00:00,2020-04-04 15:23:18,37388.71066545,37244.7500627,36827.88000547,38323.42843209,0.0963,962.85,-0.385,-3.71,TIME_EXIT,2.39,False,1h,2026-03-08T18:36:22.518981
1F3F29FA465CECEC,BB_SQUEEZE_v1,ETHUSDT,LONG,2020-04-05 07:00:00,2020-04-05 12:34:49,3683.08911849,3669.61138206,3627.84278171,3775.16634645,0.0981,981.15,-0.3659,-3.59,TIME_EXIT,5.58,False,1h,2026-03-08T18:36:22.523379
1E127D7713CB596F,BB_SQUEEZE_v1,BNBUSDT,SHORT,2020-04-05 10:00:00,2020-04-05 14:19:37,2105.44642478,2094.05929055,2137.02812116,2052.81026416,0.1172,1171.56,0.5408,6.34,TAKE_PROFIT,4.33,True,1h,2026-03-08T18:36:22.521817
FFBCAF0CAC824B78,BB_SQUEEZE_v1,AVAXUSDT,LONG,2020-04-13 00:00:00,2020-04-13 09:12:32,3746.97972737,3773.40632248,3690.77503146,3840.65422055,0.0829,829.22,0.7053,5.85,TAKE_PROFIT,9.21,True,1h,2026-03-08T18:36:22.520533
0DB068032132EF73,BB_SQUEEZE_v1,SOLUSDT,LONG,2020-04-14 15:00:00,2020-04-14 17:55:56,1483.64368613,1489.92878829,1461.38903084,1520.73477829,0.0808,808.03,0.4236,3.42,TAKE_PROFIT,2.93,True,1h,2026-03-08T18:36:22.521273
44D2CAE412971D38,BB_SQUEEZE_v1,ADAUSDT,LONG,2020-04-15 14:00:00,2020-04-15 23:17:41,4919.40730419,4904.98365336,4845.61619462,5042.39248679,0.0841,840.65,-0.2932,-2.46,TIME_EXIT,9.29,False,1h,2026-03-08T18:36:22.519969
EB87C800B7DA0B8F,BB_SQUEEZE_v1,ADAUSDT,SHORT,2020-04-20 16:00:00,2020-04-21 00:03:46,823.78859252,826.49312714,836.14542141,803.19387771,0.1187,1187.5,-0.3283,-3.9,STOP_LOSS,8.06,False,1h,2026-03-08T18:36:22.521705
E7D5B049C83F1216,BB_SQUEEZE_v1,MATICUSDT,SHORT,2020-04-22 18:00:00,2020-04-23 03:38:26,1593.2277801,1583.13398817,1617.1261968,1553.3970856,0.0837,836.72,0.6335,5.3,TAKE_PROFIT,9.64,True,1h,2026-03-08T18:36:22.521791
07AE49F24EDD3B3A,BB_SQUEEZE_v1,BTCUSDT,LONG,2020-04-22 22:00:00,2020-04-23 01:00:47,49813.13288674,50035.63688904,49065.93589344,51058.46120891,0.0822,822.03,0.4467,3.67,TIME_EXIT,3.01,True,1h,2026-03-08T18:36:22.520785
61C15492D0A656AF,BB_SQUEEZE_v1,SOLUSDT,LONG,2020-04-28 07:00:00,2020-04-28 17:58:09,3888.5957393,3915.19663291,3830.26680321,3985.81063278,0.0909,908.98,0.6841,6.22,TAKE_PROFIT,10.97,True,1h,2026-03-08T18:36:22.517169
0A1E99EFBC24DF60,BB_SQUEEZE_v1,SOLUSDT,SHORT,2020-04-28 23:00:00,2020-04-29 04:15:07,4250.21308113,4228.02002486,4313.96627734,4143.9577541,0.116,1160.3,0.5222,6.06,TIME_EXIT,5.25,True,1h,2026-03-08T18:36:22.519758
BDA2A88FFB0B342A,BB_SQUEEZE_v1,AVAXUSDT,LONG,2020-05-01 00:00:00,2020-05-01 09:00:08,1719.66116853,1731.36512443,1693.866251,1762.65269774,0.0841,841.27,0.6806,5.73,TIME_EXIT,9.0,True,1h,2026-03-08T18:36:22.520928
